stall_name,type_of_shop,latitude,longitude,closing_time,day_of_week,weather,holiday_flag,leftovers_servings
stall_160,laksa_stall,1.28151,103.72788,21,Saturday,cloudy,0,25.3
stall_172,fishball_noodle_stall,1.32571,103.89901,20,Thursday,cloudy,0,15.5
stall_170,fishball_noodle_stall,1.30553,103.90139,20,Wednesday,sunny,0,18.9
stall_16,bakery,1.44225,103.67616,22,Tuesday,cloudy,0,16.3
stall_159,economic_rice_stall,1.22325,103.71429,22,Monday,rainy,0,23.7
stall_168,dessert_stall,1.45702,103.90624,20,Monday,rainy,1,38.4
stall_170,fishball_noodle_stall,1.30553,103.90139,22,Saturday,cloudy,0,12.2
stall_93,western_food_stall,1.44067,103.94563,20,Monday,rainy,0,34.9
stall_167,laksa_stall,1.37522,103.87821,23,Tuesday,rainy,1,43.4
stall_131,fishball_noodle_stall,1.43881,103.66788,20,Wednesday,rainy,0,25.5
stall_153,bakery,1.44917,103.81915,20,Tuesday,sunny,0,18.4
stall_129,chicken_rice_stall,1.33265,103.68548,23,Friday,cloudy,0,18.9
stall_6,western_food_stall,1.2363,103.68988,20,Tuesday,cloudy,0,26.4
stall_79,fried_hokkien_mee_stall,1.47118,103.81824,22,Thursday,rainy,0,19.8
stall_191,laksa_stall,1.39553,103.90169,21,Monday,rainy,0,17.3
stall_176,dessert_stall,1.30084,103.87166,22,Wednesday,cloudy,1,15.4
stall_78,economic_rice_stall,1.22257,103.95324,21,Friday,rainy,0,44.7
stall_16,bakery,1.44225,103.67616,22,Thursday,sunny,0,6.5
stall_143,economic_rice_stall,1.42529,103.90802,22,Tuesday,sunny,0,32.7
stall_88,dim_sum_stall,1.24637,103.97195,23,Saturday,sunny,0,18.0
stall_23,western_food_stall,1.25706,103.77945,23,Friday,cloudy,0,30.9
stall_157,dim_sum_stall,1.42974,103.80852,21,Thursday,sunny,1,19.4
stall_147,bakery,1.27476,103.93933,21,Thursday,rainy,0,16.8
stall_155,roti_prata_stall,1.3424,103.70368,22,Thursday,cloudy,0,9.8
stall_34,beverage_stall,1.27956,103.91363,21,Saturday,sunny,0,6.7
stall_149,laksa_stall,1.40027,103.99516,21,Sunday,sunny,0,17.2
stall_80,fried_hokkien_mee_stall,1.45038,103.833,21,Thursday,sunny,0,13.0
stall_168,dessert_stall,1.45702,103.90624,21,Wednesday,sunny,0,17.3
stall_143,economic_rice_stall,1.42529,103.90802,20,Tuesday,rainy,0,30.9
stall_38,beverage_stall,1.24644,103.71868,20,Sunday,rainy,0,14.4
stall_106,western_food_stall,1.49112,103.67143,23,Wednesday,rainy,0,30.1
stall_191,laksa_stall,1.39553,103.90169,22,Tuesday,sunny,1,29.0
stall_28,dim_sum_stall,1.49978,103.93441,21,Tuesday,sunny,0,14.7
stall_196,laksa_stall,1.40984,103.90676,22,Friday,cloudy,0,34.9
stall_157,dim_sum_stall,1.42974,103.80852,21,Friday,sunny,0,12.8
stall_60,bakery,1.31086,103.6631,20,Wednesday,sunny,0,12.6
stall_177,beverage_stall,1.3213,103.66602,23,Tuesday,cloudy,0,10.7
stall_155,roti_prata_stall,1.3424,103.70368,23,Saturday,cloudy,0,18.8
stall_96,chicken_rice_stall,1.46165,103.94344,21,Sunday,rainy,0,22.0
stall_126,laksa_stall,1.20012,103.71477,23,Tuesday,sunny,0,15.4
stall_50,bakery,1.35683,103.97388,21,Monday,rainy,0,28.1
stall_196,laksa_stall,1.40984,103.90676,20,Wednesday,rainy,0,23.8
stall_57,beverage_stall,1.22198,103.68526,21,Sunday,sunny,0,0.0
stall_17,western_food_stall,1.22908,103.77242,21,Thursday,cloudy,0,23.8
stall_126,laksa_stall,1.20012,103.71477,22,Sunday,rainy,0,33.9
stall_64,economic_rice_stall,1.44513,103.71975,23,Thursday,sunny,0,39.8
stall_156,fishball_noodle_stall,1.27417,103.85506,23,Saturday,rainy,0,10.2
stall_101,economic_rice_stall,1.29848,103.94574,20,Friday,sunny,0,22.2
stall_116,laksa_stall,1.30927,103.62799,23,Sunday,sunny,0,12.5
stall_63,western_food_stall,1.39619,103.60313,23,Saturday,sunny,0,27.5
stall_143,economic_rice_stall,1.42529,103.90802,23,Friday,cloudy,0,27.2
stall_13,roti_prata_stall,1.26427,103.65292,21,Wednesday,rainy,0,32.1
stall_102,bakery,1.49007,103.71165,22,Sunday,rainy,0,16.0
stall_119,dessert_stall,1.41593,103.72013,21,Thursday,rainy,0,20.4
stall_157,dim_sum_stall,1.42974,103.80852,20,Saturday,cloudy,1,39.6
stall_37,western_food_stall,1.36673,103.88736,23,Sunday,cloudy,0,25.7
stall_116,laksa_stall,1.30927,103.62799,20,Saturday,cloudy,0,17.9
stall_29,dessert_stall,1.4907,103.97055,21,Sunday,cloudy,0,19.3
stall_179,chicken_rice_stall,1.38668,103.61079,21,Thursday,rainy,0,17.5
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,23,Monday,sunny,0,20.3
stall_117,laksa_stall,1.39927,103.73208,21,Thursday,sunny,0,17.3
stall_65,bakery,1.39902,103.97557,22,Saturday,cloudy,0,15.1
stall_183,western_food_stall,1.21509,103.75164,21,Saturday,cloudy,1,30.3
stall_32,fishball_noodle_stall,1.32031,103.62345,20,Monday,cloudy,0,20.4
stall_116,laksa_stall,1.30927,103.62799,22,Monday,cloudy,0,24.3
stall_182,economic_rice_stall,1.24071,103.78468,23,Saturday,cloudy,0,26.5
stall_157,dim_sum_stall,1.42974,103.80852,21,Thursday,cloudy,0,21.5
stall_98,chicken_rice_stall,1.33809,103.72208,20,Sunday,sunny,0,11.2
stall_86,western_food_stall,1.43403,103.95365,21,Tuesday,sunny,0,14.0
stall_46,economic_rice_stall,1.27056,103.64795,20,Thursday,rainy,0,34.0
stall_80,fried_hokkien_mee_stall,1.45038,103.833,23,Wednesday,cloudy,0,17.5
stall_47,chicken_rice_stall,1.46709,103.69849,20,Tuesday,sunny,0,17.9
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,22,Monday,rainy,0,31.2
stall_128,bakery,1.39641,103.786,23,Friday,sunny,0,10.7
stall_156,fishball_noodle_stall,1.27417,103.85506,23,Tuesday,sunny,1,31.9
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,23,Thursday,rainy,0,26.6
stall_114,fishball_noodle_stall,1.36154,103.88777,20,Friday,cloudy,0,19.8
stall_2,bakery,1.36179,103.89197,21,Friday,rainy,0,26.6
stall_159,economic_rice_stall,1.22325,103.71429,21,Monday,sunny,1,38.8
stall_38,beverage_stall,1.24644,103.71868,20,Saturday,rainy,0,13.0
stall_10,laksa_stall,1.26868,103.96217,21,Sunday,sunny,0,25.6
stall_171,beverage_stall,1.45603,103.98137,22,Wednesday,sunny,1,22.1
stall_13,roti_prata_stall,1.26427,103.65292,20,Thursday,sunny,0,11.5
stall_42,bakery,1.35086,103.94109,22,Friday,cloudy,1,19.4
stall_178,dim_sum_stall,1.34022,103.65105,21,Thursday,cloudy,0,24.7
stall_149,laksa_stall,1.40027,103.99516,22,Monday,sunny,0,14.3
stall_197,fishball_noodle_stall,1.25034,103.8429,22,Wednesday,rainy,0,20.0
stall_98,chicken_rice_stall,1.33809,103.72208,20,Sunday,rainy,0,15.8
stall_141,dim_sum_stall,1.34831,103.69759,20,Wednesday,rainy,0,30.2
stall_35,economic_rice_stall,1.3365,103.7692,20,Saturday,rainy,0,45.4
stall_85,laksa_stall,1.27486,103.64112,23,Friday,sunny,0,16.6
stall_179,chicken_rice_stall,1.38668,103.61079,21,Friday,sunny,0,15.8
stall_28,dim_sum_stall,1.49978,103.93441,20,Thursday,cloudy,0,20.4
stall_177,beverage_stall,1.3213,103.66602,22,Thursday,cloudy,0,12.3
stall_82,dessert_stall,1.29248,103.95959,22,Friday,cloudy,0,17.5
stall_160,laksa_stall,1.28151,103.72788,22,Tuesday,cloudy,0,7.2
stall_145,chicken_rice_stall,1.25277,103.98319,23,Friday,cloudy,1,27.9
stall_162,laksa_stall,1.26938,103.87758,23,Thursday,sunny,0,13.1
stall_157,dim_sum_stall,1.42974,103.80852,21,Saturday,rainy,0,29.6
stall_50,bakery,1.35683,103.97388,20,Monday,sunny,0,15.6
stall_120,roti_prata_stall,1.29279,103.76336,20,Saturday,sunny,0,13.1
stall_158,chicken_rice_stall,1.38802,103.70984,23,Thursday,sunny,0,22.5
stall_86,western_food_stall,1.43403,103.95365,22,Friday,cloudy,0,23.0
stall_55,fried_hokkien_mee_stall,1.22176,103.78331,20,Saturday,sunny,0,19.2
stall_177,beverage_stall,1.3213,103.66602,22,Wednesday,sunny,0,2.7
stall_79,fried_hokkien_mee_stall,1.47118,103.81824,22,Friday,cloudy,1,23.3
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,20,Monday,cloudy,0,28.4
stall_86,western_food_stall,1.43403,103.95365,22,Thursday,cloudy,1,32.1
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,20,Sunday,sunny,0,15.3
stall_50,bakery,1.35683,103.97388,22,Sunday,rainy,0,17.4
stall_173,laksa_stall,1.36384,103.8413,23,Thursday,sunny,0,19.5
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,21,Thursday,sunny,0,13.8
stall_161,fishball_noodle_stall,1.36205,103.65535,23,Sunday,cloudy,0,22.4
stall_86,western_food_stall,1.43403,103.95365,23,Sunday,rainy,1,41.2
stall_191,laksa_stall,1.39553,103.90169,20,Sunday,cloudy,0,19.0
stall_77,fried_hokkien_mee_stall,1.32831,103.60387,22,Friday,cloudy,0,13.5
stall_5,western_food_stall,1.33143,103.80703,21,Friday,cloudy,1,34.3
stall_85,laksa_stall,1.27486,103.64112,22,Monday,sunny,0,13.7
stall_72,beverage_stall,1.45383,103.63692,20,Wednesday,rainy,0,8.4
stall_161,fishball_noodle_stall,1.36205,103.65535,21,Friday,cloudy,0,20.1
stall_100,roti_prata_stall,1.2071,103.67725,21,Friday,sunny,0,13.3
stall_193,fishball_noodle_stall,1.20611,103.66095,22,Saturday,rainy,0,20.0
stall_182,economic_rice_stall,1.24071,103.78468,20,Wednesday,rainy,0,33.0
stall_23,western_food_stall,1.25706,103.77945,23,Tuesday,rainy,0,23.4
stall_116,laksa_stall,1.30927,103.62799,22,Tuesday,cloudy,1,32.4
stall_78,economic_rice_stall,1.22257,103.95324,21,Monday,rainy,0,33.2
stall_10,laksa_stall,1.26868,103.96217,21,Monday,rainy,0,26.4
stall_130,bakery,1.34196,103.96047,20,Sunday,rainy,0,25.2
stall_129,chicken_rice_stall,1.33265,103.68548,21,Tuesday,rainy,0,14.8
stall_124,western_food_stall,1.47084,103.84621,22,Sunday,rainy,0,32.6
stall_37,western_food_stall,1.36673,103.88736,20,Sunday,cloudy,0,17.6
stall_174,laksa_stall,1.26616,103.68777,21,Tuesday,cloudy,0,14.8
stall_10,laksa_stall,1.26868,103.96217,23,Thursday,cloudy,0,25.2
stall_134,fried_hokkien_mee_stall,1.44553,103.90046,20,Monday,rainy,0,26.3
stall_12,dessert_stall,1.2714,103.86759,20,Wednesday,rainy,0,18.8
stall_12,dessert_stall,1.2714,103.86759,20,Friday,cloudy,0,24.4
stall_191,laksa_stall,1.39553,103.90169,22,Monday,cloudy,0,17.7
stall_195,dim_sum_stall,1.36919,103.68719,22,Saturday,sunny,0,16.2
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,21,Tuesday,rainy,1,38.2
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,22,Sunday,rainy,1,24.4
stall_172,fishball_noodle_stall,1.32571,103.89901,20,Wednesday,sunny,0,13.3
stall_41,roti_prata_stall,1.21715,103.83367,22,Monday,sunny,0,1.7
stall_160,laksa_stall,1.28151,103.72788,20,Tuesday,cloudy,0,9.7
stall_90,economic_rice_stall,1.44323,103.95257,22,Wednesday,sunny,0,16.2
stall_181,beverage_stall,1.20813,103.8571,22,Friday,sunny,0,14.7
stall_44,beverage_stall,1.22403,103.67433,20,Wednesday,cloudy,0,10.1
stall_87,fishball_noodle_stall,1.32191,103.84826,23,Monday,sunny,0,25.7
stall_8,bakery,1.26903,103.68809,23,Saturday,sunny,0,13.7
stall_28,dim_sum_stall,1.49978,103.93441,23,Monday,sunny,0,19.9
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,23,Tuesday,cloudy,0,16.7
stall_153,bakery,1.44917,103.81915,23,Friday,rainy,0,15.2
stall_80,fried_hokkien_mee_stall,1.45038,103.833,22,Sunday,sunny,0,11.6
stall_183,western_food_stall,1.21509,103.75164,20,Sunday,rainy,0,28.3
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,21,Monday,cloudy,0,12.5
stall_120,roti_prata_stall,1.29279,103.76336,20,Thursday,rainy,0,23.3
stall_176,dessert_stall,1.30084,103.87166,23,Thursday,sunny,0,16.9
stall_58,dessert_stall,1.27956,103.9733,21,Sunday,cloudy,0,15.1
stall_67,bakery,1.23211,103.82129,22,Thursday,sunny,0,1.6
stall_180,bakery,1.31821,103.82576,22,Sunday,rainy,0,18.3
stall_117,laksa_stall,1.39927,103.73208,23,Monday,sunny,0,11.1
stall_122,roti_prata_stall,1.23819,103.76818,20,Wednesday,rainy,0,21.1
stall_119,dessert_stall,1.41593,103.72013,21,Wednesday,rainy,0,25.2
stall_155,roti_prata_stall,1.3424,103.70368,21,Friday,sunny,0,1.1
stall_104,dessert_stall,1.49434,103.81449,20,Wednesday,cloudy,0,17.8
stall_167,laksa_stall,1.37522,103.87821,20,Sunday,rainy,0,21.8
stall_137,bakery,1.27345,103.79005,23,Thursday,cloudy,0,5.0
stall_106,western_food_stall,1.49112,103.67143,21,Friday,sunny,0,11.9
stall_141,dim_sum_stall,1.34831,103.69759,21,Thursday,rainy,0,19.3
stall_17,western_food_stall,1.22908,103.77242,22,Tuesday,cloudy,1,38.4
stall_152,beverage_stall,1.41578,103.80191,23,Sunday,rainy,0,19.4
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,22,Friday,cloudy,0,19.9
stall_61,chicken_rice_stall,1.45012,103.88142,21,Saturday,cloudy,0,31.3
stall_20,dessert_stall,1.49525,103.63937,23,Monday,cloudy,0,12.5
stall_153,bakery,1.44917,103.81915,23,Wednesday,cloudy,0,12.8
stall_25,laksa_stall,1.27494,103.96931,23,Tuesday,rainy,0,19.8
stall_104,dessert_stall,1.49434,103.81449,20,Friday,sunny,0,10.4
stall_176,dessert_stall,1.30084,103.87166,23,Wednesday,rainy,0,12.2
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,20,Monday,sunny,0,22.1
stall_36,fishball_noodle_stall,1.4872,103.99817,20,Sunday,sunny,0,14.1
stall_170,fishball_noodle_stall,1.30553,103.90139,21,Thursday,cloudy,0,16.8
stall_75,beverage_stall,1.39113,103.70478,23,Friday,cloudy,0,11.9
stall_115,western_food_stall,1.42259,103.86825,21,Tuesday,cloudy,0,22.6
stall_82,dessert_stall,1.29248,103.95959,22,Friday,cloudy,0,16.5
stall_78,economic_rice_stall,1.22257,103.95324,23,Saturday,rainy,0,36.3
stall_23,western_food_stall,1.25706,103.77945,20,Friday,cloudy,0,32.3
stall_104,dessert_stall,1.49434,103.81449,21,Sunday,rainy,0,29.3
stall_16,bakery,1.44225,103.67616,22,Friday,sunny,0,13.1
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,22,Monday,rainy,0,29.5
stall_8,bakery,1.26903,103.68809,21,Thursday,cloudy,0,11.6
stall_152,beverage_stall,1.41578,103.80191,23,Saturday,rainy,0,18.8
stall_183,western_food_stall,1.21509,103.75164,23,Thursday,rainy,0,27.4
stall_112,fishball_noodle_stall,1.27642,103.88351,21,Saturday,sunny,0,17.2
stall_122,roti_prata_stall,1.23819,103.76818,21,Tuesday,cloudy,0,19.6
stall_99,beverage_stall,1.4386,103.69104,22,Sunday,rainy,0,11.8
stall_40,bakery,1.36266,103.89919,22,Sunday,cloudy,0,15.1
stall_33,roti_prata_stall,1.31369,103.99412,21,Monday,sunny,0,17.5
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,20,Tuesday,cloudy,0,6.6
stall_125,fishball_noodle_stall,1.29028,103.81917,23,Tuesday,sunny,0,23.1
stall_36,fishball_noodle_stall,1.4872,103.99817,23,Sunday,rainy,0,30.4
stall_179,chicken_rice_stall,1.38668,103.61079,23,Friday,sunny,0,15.4
stall_117,laksa_stall,1.39927,103.73208,23,Friday,rainy,0,29.2
stall_99,beverage_stall,1.4386,103.69104,22,Tuesday,sunny,0,8.3
stall_109,roti_prata_stall,1.41856,103.72547,20,Friday,rainy,0,15.8
stall_188,bakery,1.20581,103.81577,21,Saturday,cloudy,0,9.3
stall_69,economic_rice_stall,1.41528,103.68144,23,Friday,cloudy,0,36.3
stall_94,fried_hokkien_mee_stall,1.44322,103.70672,20,Monday,cloudy,0,19.3
stall_124,western_food_stall,1.47084,103.84621,22,Monday,cloudy,0,16.5
stall_124,western_food_stall,1.47084,103.84621,20,Tuesday,cloudy,0,31.5
stall_188,bakery,1.20581,103.81577,22,Thursday,cloudy,0,21.5
stall_21,chicken_rice_stall,1.32079,103.73572,20,Tuesday,rainy,0,20.0
stall_162,laksa_stall,1.26938,103.87758,20,Saturday,cloudy,0,25.1
stall_139,roti_prata_stall,1.32433,103.85191,22,Friday,sunny,1,17.2
stall_88,dim_sum_stall,1.24637,103.97195,20,Thursday,rainy,0,29.2
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,23,Friday,cloudy,0,25.5
stall_85,laksa_stall,1.27486,103.64112,23,Wednesday,rainy,0,24.2
stall_75,beverage_stall,1.39113,103.70478,21,Monday,cloudy,0,10.8
stall_153,bakery,1.44917,103.81915,22,Saturday,cloudy,0,9.6
stall_67,bakery,1.23211,103.82129,20,Saturday,rainy,0,16.0
stall_149,laksa_stall,1.40027,103.99516,21,Friday,sunny,0,17.9
stall_169,western_food_stall,1.31411,103.60236,22,Sunday,cloudy,0,20.2
stall_160,laksa_stall,1.28151,103.72788,20,Wednesday,rainy,0,32.7
stall_22,laksa_stall,1.4585,103.69946,21,Friday,sunny,0,10.8
stall_72,beverage_stall,1.45383,103.63692,22,Tuesday,cloudy,0,2.5
stall_72,beverage_stall,1.45383,103.63692,22,Sunday,rainy,0,16.2
stall_4,economic_rice_stall,1.49854,103.85995,20,Friday,sunny,0,31.0
stall_152,beverage_stall,1.41578,103.80191,21,Saturday,rainy,0,15.8
stall_95,beverage_stall,1.43621,103.64324,21,Wednesday,cloudy,1,16.2
stall_61,chicken_rice_stall,1.45012,103.88142,23,Tuesday,cloudy,0,16.5
stall_9,fried_hokkien_mee_stall,1.2213,103.85244,22,Monday,sunny,0,14.3
stall_153,bakery,1.44917,103.81915,21,Sunday,rainy,0,15.4
stall_193,fishball_noodle_stall,1.20611,103.66095,23,Sunday,rainy,0,24.7
stall_61,chicken_rice_stall,1.45012,103.88142,23,Saturday,cloudy,0,30.7
stall_43,beverage_stall,1.24723,103.98431,21,Friday,cloudy,0,4.6
stall_89,roti_prata_stall,1.45938,103.99048,20,Saturday,rainy,0,24.7
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,20,Monday,sunny,0,17.7
stall_119,dessert_stall,1.41593,103.72013,23,Thursday,rainy,0,16.1
stall_122,roti_prata_stall,1.23819,103.76818,21,Thursday,cloudy,0,15.5
stall_181,beverage_stall,1.20813,103.8571,23,Thursday,rainy,1,29.9
stall_38,beverage_stall,1.24644,103.71868,23,Monday,rainy,0,4.7
stall_115,western_food_stall,1.42259,103.86825,23,Saturday,rainy,0,30.5
stall_136,dessert_stall,1.25974,103.60977,20,Monday,cloudy,0,14.4
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,22,Sunday,rainy,0,27.6
stall_157,dim_sum_stall,1.42974,103.80852,22,Wednesday,rainy,0,27.5
stall_69,economic_rice_stall,1.41528,103.68144,20,Wednesday,cloudy,0,34.3
stall_150,economic_rice_stall,1.37864,103.98002,23,Thursday,cloudy,0,28.6
stall_192,fishball_noodle_stall,1.48488,103.67974,21,Saturday,cloudy,0,24.9
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,21,Friday,rainy,0,27.9
stall_174,laksa_stall,1.26616,103.68777,21,Wednesday,cloudy,1,24.9
stall_3,chicken_rice_stall,1.26035,103.72469,20,Sunday,sunny,0,24.3
stall_4,economic_rice_stall,1.49854,103.85995,23,Monday,cloudy,0,25.8
stall_27,western_food_stall,1.3651,103.62024,23,Wednesday,sunny,0,24.8
stall_186,dessert_stall,1.4256,103.93277,22,Wednesday,sunny,0,9.4
stall_9,fried_hokkien_mee_stall,1.2213,103.85244,20,Friday,sunny,1,24.7
stall_15,chicken_rice_stall,1.3418,103.91385,21,Friday,cloudy,0,18.0
stall_32,fishball_noodle_stall,1.32031,103.62345,20,Monday,cloudy,0,19.0
stall_34,beverage_stall,1.27956,103.91363,23,Saturday,cloudy,1,26.1
stall_145,chicken_rice_stall,1.25277,103.98319,21,Monday,cloudy,0,26.9
stall_48,dim_sum_stall,1.37836,103.84775,22,Wednesday,rainy,0,29.0
stall_170,fishball_noodle_stall,1.30553,103.90139,20,Saturday,rainy,0,23.4
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,23,Saturday,cloudy,1,36.5
stall_198,economic_rice_stall,1.42438,103.64581,22,Wednesday,sunny,0,31.7
stall_200,dessert_stall,1.23243,103.61027,20,Wednesday,sunny,0,17.6
stall_98,chicken_rice_stall,1.33809,103.72208,23,Wednesday,sunny,0,11.0
stall_67,bakery,1.23211,103.82129,22,Tuesday,rainy,0,15.0
stall_18,western_food_stall,1.32707,103.78681,23,Tuesday,cloudy,0,21.3
stall_101,economic_rice_stall,1.29848,103.94574,21,Saturday,rainy,0,35.8
stall_28,dim_sum_stall,1.49978,103.93441,21,Friday,rainy,0,24.7
stall_56,dessert_stall,1.49954,103.99844,20,Thursday,cloudy,0,13.8
stall_67,bakery,1.23211,103.82129,20,Monday,sunny,0,13.2
stall_19,laksa_stall,1.41872,103.86935,22,Sunday,rainy,0,27.3
stall_5,western_food_stall,1.33143,103.80703,23,Tuesday,cloudy,0,20.2
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,20,Monday,cloudy,0,20.9
stall_100,roti_prata_stall,1.2071,103.67725,22,Tuesday,cloudy,0,18.6
stall_85,laksa_stall,1.27486,103.64112,23,Friday,sunny,0,9.7
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,23,Thursday,rainy,0,9.2
stall_104,dessert_stall,1.49434,103.81449,20,Friday,sunny,0,19.9
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,23,Saturday,rainy,0,17.9
stall_32,fishball_noodle_stall,1.32031,103.62345,22,Wednesday,cloudy,0,21.1
stall_78,economic_rice_stall,1.22257,103.95324,23,Monday,cloudy,0,31.4
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,20,Wednesday,cloudy,0,14.8
stall_88,dim_sum_stall,1.24637,103.97195,20,Sunday,rainy,0,24.6
stall_195,dim_sum_stall,1.36919,103.68719,22,Saturday,sunny,0,14.9
stall_46,economic_rice_stall,1.27056,103.64795,20,Thursday,cloudy,0,33.3
stall_49,laksa_stall,1.32577,103.83347,22,Saturday,rainy,0,22.6
stall_28,dim_sum_stall,1.49978,103.93441,22,Thursday,sunny,0,17.0
stall_162,laksa_stall,1.26938,103.87758,23,Saturday,sunny,0,12.2
stall_36,fishball_noodle_stall,1.4872,103.99817,20,Tuesday,sunny,0,22.7
stall_185,western_food_stall,1.42837,103.75165,21,Thursday,rainy,0,22.5
stall_17,western_food_stall,1.22908,103.77242,22,Thursday,cloudy,1,41.0
stall_116,laksa_stall,1.30927,103.62799,20,Monday,rainy,0,20.1
stall_15,chicken_rice_stall,1.3418,103.91385,22,Sunday,cloudy,0,11.8
stall_11,bakery,1.45789,103.62834,23,Monday,sunny,0,3.1
stall_168,dessert_stall,1.45702,103.90624,23,Saturday,cloudy,0,20.9
stall_39,bakery,1.49061,103.83167,21,Monday,sunny,0,13.2
stall_189,dim_sum_stall,1.49997,103.73998,21,Thursday,cloudy,0,19.7
stall_5,western_food_stall,1.33143,103.80703,23,Friday,sunny,0,27.1
stall_63,western_food_stall,1.39619,103.60313,21,Monday,sunny,0,24.6
stall_162,laksa_stall,1.26938,103.87758,20,Wednesday,sunny,0,19.6
stall_117,laksa_stall,1.39927,103.73208,21,Sunday,cloudy,0,18.2
stall_17,western_food_stall,1.22908,103.77242,20,Monday,rainy,0,29.2
stall_153,bakery,1.44917,103.81915,21,Monday,sunny,1,36.3
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,22,Sunday,cloudy,0,19.7
stall_174,laksa_stall,1.26616,103.68777,23,Wednesday,sunny,1,33.0
stall_176,dessert_stall,1.30084,103.87166,21,Wednesday,sunny,0,6.0
stall_196,laksa_stall,1.40984,103.90676,20,Friday,sunny,0,17.1
stall_86,western_food_stall,1.43403,103.95365,20,Monday,rainy,0,32.8
stall_37,western_food_stall,1.36673,103.88736,23,Tuesday,cloudy,0,20.7
stall_95,beverage_stall,1.43621,103.64324,21,Thursday,sunny,0,2.3
stall_149,laksa_stall,1.40027,103.99516,20,Tuesday,sunny,1,23.1
stall_162,laksa_stall,1.26938,103.87758,23,Sunday,sunny,0,19.6
stall_5,western_food_stall,1.33143,103.80703,23,Monday,sunny,0,22.8
stall_2,bakery,1.36179,103.89197,21,Monday,cloudy,0,13.0
stall_167,laksa_stall,1.37522,103.87821,22,Thursday,cloudy,0,15.9
stall_198,economic_rice_stall,1.42438,103.64581,23,Saturday,sunny,0,29.2
stall_53,laksa_stall,1.40151,103.72,21,Saturday,rainy,0,22.9
stall_134,fried_hokkien_mee_stall,1.44553,103.90046,23,Thursday,sunny,0,21.7
stall_45,dessert_stall,1.37851,103.87009,20,Friday,sunny,0,7.0
stall_184,chicken_rice_stall,1.2635,103.73074,23,Friday,sunny,0,20.3
stall_161,fishball_noodle_stall,1.36205,103.65535,22,Wednesday,rainy,0,18.6
stall_2,bakery,1.36179,103.89197,21,Tuesday,sunny,0,10.5
stall_136,dessert_stall,1.25974,103.60977,20,Friday,rainy,0,23.2
stall_195,dim_sum_stall,1.36919,103.68719,21,Thursday,cloudy,0,24.7
stall_169,western_food_stall,1.31411,103.60236,21,Wednesday,sunny,0,10.1
stall_50,bakery,1.35683,103.97388,20,Sunday,sunny,0,12.6
stall_176,dessert_stall,1.30084,103.87166,23,Thursday,sunny,0,25.2
stall_41,roti_prata_stall,1.21715,103.83367,20,Monday,cloudy,0,17.6
stall_94,fried_hokkien_mee_stall,1.44322,103.70672,22,Tuesday,rainy,0,22.9
stall_65,bakery,1.39902,103.97557,22,Friday,rainy,1,24.6
stall_12,dessert_stall,1.2714,103.86759,20,Saturday,sunny,0,10.5
stall_138,roti_prata_stall,1.45492,103.62913,21,Tuesday,sunny,0,4.1
stall_125,fishball_noodle_stall,1.29028,103.81917,20,Monday,sunny,1,18.6
stall_185,western_food_stall,1.42837,103.75165,23,Friday,cloudy,0,32.4
stall_84,fishball_noodle_stall,1.46968,103.68403,23,Tuesday,cloudy,0,26.3
stall_174,laksa_stall,1.26616,103.68777,22,Tuesday,sunny,0,10.7
stall_84,fishball_noodle_stall,1.46968,103.68403,21,Monday,sunny,0,18.0
stall_189,dim_sum_stall,1.49997,103.73998,23,Sunday,sunny,0,14.6
stall_97,western_food_stall,1.26673,103.92663,21,Monday,rainy,1,38.8
stall_150,economic_rice_stall,1.37864,103.98002,23,Monday,rainy,0,38.0
stall_38,beverage_stall,1.24644,103.71868,21,Friday,rainy,0,17.5
stall_46,economic_rice_stall,1.27056,103.64795,23,Wednesday,sunny,0,25.4
stall_118,economic_rice_stall,1.29417,103.93921,21,Saturday,rainy,0,39.1
stall_70,dim_sum_stall,1.39027,103.70559,21,Wednesday,sunny,0,12.0
stall_9,fried_hokkien_mee_stall,1.2213,103.85244,20,Wednesday,sunny,0,22.5
